group,start,end,duration,dry_period,timing,flood_timing,flood_duration,flood_dry_period,sw_suitability_index
844.0,2000-10-24,2000-11-07,15.0,3,10,1.0,0.535714285714,1.0,0.767857142857
846.0,2000-11-12,2000-11-21,10.0,5,11,1.0,0.357142857143,1.0,0.678571428571
849.0,2001-01-27,2001-01-29,3.0,35,1,0.9,0.107142857143,1.0,0.523571428571
851.0,2001-02-06,2001-02-13,8.0,8,2,0.9,0.285714285714,1.0,0.612857142857
855.0,2001-03-21,2001-03-24,4.0,21,3,0.1,0.142857142857,1.0,0.301428571429
870.0,2002-02-13,2002-02-17,5.0,3,2,0.9,0.178571428571,1.0,0.559285714286
875.0,2003-08-25,2003-08-27,3.0,95,8,0.5,0.107142857143,1.0,0.403571428571
879.0,2004-11-08,2004-11-10,3.0,322,11,1.0,0.107142857143,1.0,0.553571428571
881.0,2005-02-04,2005-02-06,3.0,86,2,0.9,0.107142857143,1.0,0.523571428571
883.0,2007-04-19,2007-04-22,4.0,802,4,0.1,0.142857142857,0.386111111111,0.178650793651
885.0,2007-12-22,2007-12-26,5.0,244,12,1.0,0.178571428571,1.0,0.589285714286
887.0,2008-02-25,2008-02-29,5.0,61,2,0.9,0.178571428571,1.0,0.559285714286
889.0,2009-03-26,2009-03-30,5.0,391,3,0.1,0.178571428571,0.956944444444,0.310674603175
891.0,2010-02-04,2010-02-08,5.0,311,2,0.9,0.178571428571,1.0,0.559285714286
893.0,2010-03-04,2010-03-08,5.0,24,3,0.1,0.178571428571,1.0,0.319285714286
895.0,2010-04-03,2010-04-07,5.0,26,4,0.1,0.178571428571,1.0,0.319285714286
897.0,2010-07-16,2010-07-21,6.0,100,7,0.5,0.214285714286,1.0,0.457142857143
899.0,2010-08-04,2010-08-08,5.0,14,8,0.5,0.178571428571,1.0,0.439285714286
901.0,2010-08-12,2010-09-18,38.0,4,8,0.5,1.0,1.0,0.85
903.0,2010-10-15,2010-10-20,6.0,27,10,1.0,0.214285714286,1.0,0.607142857143
905.0,2010-11-01,2010-11-07,7.0,12,11,1.0,0.25,1.0,0.625
907.0,2010-11-17,2010-11-19,3.0,10,11,1.0,0.107142857143,1.0,0.553571428571
909.0,2010-11-28,2011-01-07,40.0,9,11,1.0,1.0,1.0,1.0
911.0,2011-01-10,2011-01-14,5.0,3,1,0.9,0.178571428571,1.0,0.559285714286
913.0,2011-01-17,2011-03-07,50.0,3,1,0.9,0.942028985507,1.0,0.941014492754
915.0,2011-03-10,2011-03-31,22.0,3,3,0.1,0.785714285714,1.0,0.622857142857
917.0,2011-04-11,2011-05-08,28.0,11,4,0.1,1.0,1.0,0.73
919.0,2011-06-11,2011-12-04,176.0,34,6,0.1,0.0289855072464,1.0,0.244492753623
921.0,2012-02-17,2012-02-24,8.0,75,2,0.9,0.285714285714,1.0,0.612857142857
923.0,2012-02-27,2012-03-22,25.0,3,2,0.9,0.892857142857,1.0,0.916428571429
925.0,2012-06-20,2012-07-28,39.0,90,6,0.1,1.0,1.0,0.73
927.0,2012-08-13,2012-08-15,3.0,16,8,0.5,0.107142857143,1.0,0.403571428571
929.0,2012-08-18,2012-10-21,65.0,3,8,0.5,0.833333333333,1.0,0.766666666667
931.0,2012-11-06,2012-12-08,33.0,16,11,1.0,1.0,1.0,1.0
933.0,2013-02-13,2013-02-16,4.0,67,2,0.9,0.142857142857,1.0,0.541428571429
935.0,2013-02-26,2013-03-01,4.0,10,2,0.9,0.142857142857,1.0,0.541428571429
937.0,2013-03-14,2013-03-17,4.0,13,3,0.1,0.142857142857,1.0,0.301428571429
940.0,2013-04-29,2013-05-02,4.0,39,4,0.1,0.142857142857,1.0,0.301428571429
942.0,2013-06-09,2013-06-28,20.0,38,6,0.1,0.714285714286,1.0,0.587142857143
944.0,2013-07-08,2013-12-09,155.0,10,7,0.5,0.18115942029,1.0,0.440579710145
950.0,2014-02-11,2014-03-20,38.0,11,2,0.9,1.0,1.0,0.97
953.0,2014-06-16,2014-06-25,9.0,60,6,0.1,0.321428571429,1.0,0.390714285714
956.0,2014-07-11,2014-08-29,50.0,12,7,0.5,0.942028985507,1.0,0.821014492754
959.0,2014-09-05,2014-09-10,6.0,4,9,1.0,0.214285714286,1.0,0.607142857143
961.0,2014-09-20,2014-12-10,82.0,10,9,1.0,0.710144927536,1.0,0.855072463768
963.0,2015-01-12,2015-01-15,4.0,33,1,0.9,0.142857142857,1.0,0.541428571429
966.0,2015-03-20,2015-03-25,6.0,19,3,0.1,0.214285714286,1.0,0.337142857143
968.0,2015-05-18,2015-05-20,3.0,54,5,0.1,0.107142857143,1.0,0.283571428571
970.0,2015-08-30,2015-09-09,11.0,102,8,0.5,0.392857142857,1.0,0.546428571429
974.0,2015-10-30,2015-11-08,,12,10,1.0,,1.0,
