Date,406213_rain,406213_evap,406215_rain,406215_evap,406216_rain,406216_evap,406217_rain,406217_evap,406262_rain,406262_evap,406214_rain,406214_evap,406235_rain,406235_evap,406226_rain,406226_evap,406219_rain,406219_evap,Dam_rain,Dam_evap,406201_rain,406201_evap,406224_rain,406224_evap,406218_rain,406218_evap,406202_rain,406202_evap,406265_rain,406265_evap
30/09/2007,0.6795,2.2361,0.5410,2.2751,0.5278,2.2999,0.5943,2.4784,0.4820,2.5159,0.5746,2.5465,0.9843,2.3596,0.3595,2.5204,0.4571,2.4362,0.4571,2.5895,0.3454,2.6556,0.0014,2.7463,0.0436,2.8406,0.0000,2.9733,0.0000,3.0801
01/10/2007,4.3690,3.3430,4.8357,3.4278,2.4500,3.4795,0.8371,3.6115,0.6770,3.6560,0.7000,3.6381,2.6221,3.4616,0.6544,3.6218,2.2806,3.5507,0.3714,3.6749,0.3767,3.6844,0.1314,3.6889,0.0646,3.7752,0.0000,3.8583,0.0000,3.8658
02/10/2007,0.0414,3.5740,0.0655,3.6210,0.0000,3.6386,0.0000,3.8074,0.0000,3.7981,0.0000,3.7914,0.0097,3.6512,0.0114,3.7408,0.0506,3.6913,0.0000,3.8232,0.0000,3.8289,0.0000,3.8610,0.0000,3.8836,0.0000,3.9950,0.0000,4.0571
03/10/2007,0.0791,3.3123,0.0000,3.3838,0.0000,3.3991,0.0000,3.6560,0.0000,3.6948,0.0000,3.6913,0.0318,3.4555,0.0000,3.6828,0.0056,3.5773,0.0000,3.7503,0.0000,3.7961,0.0000,3.8487,0.0000,3.9022,0.0000,3.9915,0.0000,4.0975
04/10/2007,0.0379,2.9637,0.0372,3.0147,0.0000,3.0462,0.0000,3.1602,0.0000,3.2302,0.0000,3.2022,0.0000,3.0654,0.0000,3.1891,0.0018,3.1211,0.0000,3.2358,0.0000,3.2609,0.0000,3.3401,0.0000,3.4071,0.0000,3.4508,0.0000,3.5094
05/10/2007,0.0000,3.3605,0.0005,3.3920,0.0000,3.3943,0.0000,3.4844,0.0000,3.5357,0.0000,3.5495,0.0000,3.4347,0.0329,3.5849,0.0081,3.4870,0.0000,3.6452,0.0474,3.6388,0.0841,3.6561,0.0296,3.6898,0.0000,3.7177,0.0000,3.8702
06/10/2007,1.8709,3.2065,1.8056,3.2731,1.4528,3.3271,0.3029,3.5115,0.2328,3.5377,0.2493,3.5520,1.2240,3.3531,0.5646,3.5227,1.0084,3.4376,0.3429,3.5684,0.2165,3.6319,0.2886,3.6662,0.3926,3.7304,0.2381,3.7527,0.0213,3.7867
07/10/2007,0.2157,3.2127,0.0870,3.2208,0.0000,3.1774,0.0000,3.2947,0.0000,3.3848,0.0000,3.3504,0.0097,3.3354,0.0114,3.4396,0.0354,3.3531,0.0000,3.4576,0.0000,3.4470,0.0000,3.4846,0.0000,3.5151,0.0000,3.4862,0.0000,3.4712
08/10/2007,0.0305,3.4541,0.0000,3.4464,0.0000,3.4967,0.0000,3.6076,0.0000,3.6846,0.0000,3.6875,0.0000,3.5627,0.0000,3.7177,0.0000,3.6137,0.0000,3.7911,0.0000,3.8112,0.0000,3.8369,0.0000,3.8637,0.0000,3.8837,0.0000,3.9537
09/10/2007,0.0010,3.7856,0.0000,3.7915,0.0000,3.8140,0.0000,3.9014,0.0000,3.9270,0.0000,3.9216,0.0051,3.8617,0.0000,3.9284,0.0000,3.8778,0.0000,3.9370,0.0000,3.9557,0.0000,3.9795,0.0000,4.0013,0.0000,4.0818,0.0000,4.1588
10/10/2007,0.0000,3.6229,0.0000,3.6217,0.0000,3.5930,0.0000,3.7483,0.0000,3.7852,0.0000,3.7742,0.0000,3.6729,0.0000,3.7491,0.0000,3.7092,0.0000,3.7817,0.0000,3.8146,0.0000,3.7540,0.0000,3.7597,0.0000,3.6313,0.0000,3.6262
11/10/2007,0.3264,3.9831,0.3130,3.9780,1.6944,4.0003,0.5029,4.1368,0.2213,4.1738,0.3162,4.1463,0.8889,4.1301,0.2924,4.2457,0.3070,4.1591,0.1714,4.2344,0.0407,4.2325,0.0527,4.3620,0.0745,4.3991,0.0587,4.5180,0.0016,4.5986
12/10/2007,0.0971,2.8722,0.0614,2.9247,0.0056,2.9323,0.0000,3.1155,0.0984,3.2250,0.0965,3.1857,0.0392,3.0476,0.2810,3.2279,0.1923,3.1160,0.4429,3.2779,0.6861,3.3503,1.3232,3.4582,1.6617,3.5464,2.9127,3.6528,3.4213,3.7774
13/10/2007,0.6805,2.9318,0.4662,2.9674,0.0028,2.9617,0.0000,3.0669,0.0000,3.1227,0.0000,3.0956,0.2931,3.0271,0.1418,3.1944,0.2104,3.1077,0.0000,3.2586,0.0011,3.2434,0.0000,3.3345,0.0000,3.3863,0.0000,3.5125,0.0000,3.6335
14/10/2007,0.0000,4.0481,0.0000,4.1012,0.0000,4.1338,0.0000,4.2182,0.0000,4.2502,0.0000,4.2263,0.0000,4.0786,0.0000,4.2223,0.0000,4.1752,0.0000,4.2522,0.0000,4.2660,0.0000,4.2812,0.0000,4.3075,0.0000,4.3919,0.0000,4.4872
15/10/2007,0.0000,4.6285,0.0000,4.6753,0.0000,4.6785,0.0000,4.7451,0.0000,4.7688,0.0000,4.7436,0.0000,4.7119,0.0000,4.7958,0.0000,4.7452,0.0000,4.7932,0.0000,4.8142,0.0000,4.8452,0.0000,4.8544,0.0000,4.8881,0.0000,4.9403
16/10/2007,0.0197,3.5622,0.0007,3.6455,0.0000,3.7477,0.0000,3.8916,0.0000,3.9341,0.0000,3.9451,0.0000,3.7378,0.0000,3.9190,0.0000,3.8164,0.0000,3.9601,0.0000,4.0566,0.0000,4.1300,0.0000,4.2373,0.0000,4.3037,0.0000,4.3583
17/10/2007,0.0000,4.1057,0.0000,4.1199,0.0000,4.0945,0.0000,4.1487,0.0000,4.1980,0.0000,4.1827,0.0000,4.1554,0.0000,4.2101,0.0000,4.1772,0.0000,4.2217,0.0000,4.2410,0.0000,4.2342,0.0000,4.2594,0.0000,4.2545,0.0000,4.2999
18/10/2007,0.0000,4.1880,0.0000,4.2496,0.0000,4.2616,0.0000,4.4322,0.0000,4.4555,0.0000,4.4338,0.0000,4.2607,0.0000,4.3366,0.0000,4.3008,0.0000,4.3944,0.0000,4.4323,0.0000,4.4193,0.0000,4.4641,0.0000,4.4901,0.0000,4.5279
19/10/2007,0.0000,4.7056,0.0000,4.7795,0.0000,4.7881,0.0000,4.9816,0.0000,5.0208,0.0000,5.0123,0.0000,4.8634,0.0000,5.0490,0.0000,4.9362,0.0000,5.1098,0.0000,5.1267,0.0000,5.2068,0.0000,5.2571,0.0000,5.3164,0.0000,5.3837
20/10/2007,0.0000,4.8644,0.0000,4.8265,0.0000,4.7551,0.0000,4.7995,0.0000,4.8621,0.0000,4.8363,0.0000,4.8924,0.0000,4.9206,0.0000,4.8749,0.0000,4.8851,0.0000,4.8937,0.0000,4.9380,0.0000,4.9538,0.0000,5.0301,0.0000,5.0502
21/10/2007,0.0000,4.5128,0.0019,4.5466,0.0000,4.6300,0.0000,4.7108,0.0000,4.6931,0.0000,4.6855,0.0000,4.5898,0.0000,4.6384,0.0000,4.5957,0.0000,4.6727,0.0000,4.6639,0.0000,4.7213,0.0000,4.7861,0.0000,4.8151,0.0000,4.9593
22/10/2007,0.0000,3.4369,0.0000,3.4580,0.0000,3.5639,0.0000,3.7521,0.0000,3.8847,0.0000,3.8357,0.0000,3.7321,0.0000,4.0250,0.0000,3.7675,0.0000,4.0066,0.0000,4.0825,0.0000,4.3042,0.0000,4.4339,0.0000,4.6037,0.0000,4.7521
23/10/2007,1.0559,3.3979,0.4867,3.5549,0.0000,3.5538,0.0257,3.7613,0.0000,3.7401,0.0000,3.7259,1.1009,3.4728,0.2671,3.5240,0.1874,3.5891,0.0000,3.6995,0.0000,3.6813,0.0000,3.5443,0.0000,3.5944,0.0000,3.5809,0.0000,3.5067
24/10/2007,0.1224,3.8210,0.0051,3.9116,0.0000,3.9637,0.0000,4.0725,0.0000,4.0992,0.0282,4.0857,0.7853,3.9657,0.1962,4.1816,0.0650,4.0490,0.0000,4.2265,0.0121,4.2101,0.0000,4.2884,0.0000,4.3186,0.0000,4.3508,0.0000,4.3758
25/10/2007,1.2136,2.5634,0.5687,2.7409,0.3056,2.8368,0.0171,3.0847,0.2361,3.0863,0.0775,3.0822,1.0770,2.6158,1.5506,2.7747,1.3122,2.7954,0.7143,2.9213,0.1784,3.0248,0.0427,2.9727,0.0074,3.1134,0.0365,3.1754,0.0000,3.2693
26/10/2007,1.9500,3.2724,2.4027,3.3766,0.3972,3.4032,0.0000,3.5291,0.1213,3.5655,0.0268,3.5471,1.0806,3.3488,1.7152,3.4173,1.6485,3.3752,0.4143,3.4570,0.1529,3.5766,0.6309,3.6142,0.0551,3.6532,0.0000,3.6866,0.0049,3.8499
27/10/2007,0.0038,4.3873,0.0019,4.4544,0.0000,4.4917,0.0000,4.6961,0.0000,4.7524,0.0000,4.7841,0.0000,4.5286,0.0000,4.7607,0.0000,4.6437,0.0000,4.8976,0.0018,4.9047,0.1327,4.9161,0.1284,4.9978,0.1397,5.1330,0.0000,5.1418
28/10/2007,0.7431,4.4401,0.8120,4.5224,1.4583,4.4651,1.0343,4.6967,0.9115,4.6958,0.9366,4.6733,0.3673,4.3858,0.2329,4.5243,0.8212,4.6283,0.9429,4.7379,0.6066,4.7240,0.1391,4.6903,0.3366,4.7364,0.1952,4.7931,0.0967,4.8213
29/10/2007,0.0000,4.0251,0.0019,4.0660,0.0000,4.0706,0.0000,4.2874,0.0000,4.3921,0.0000,4.3759,0.0000,4.1928,0.0000,4.4241,0.0000,4.2866,0.0000,4.4732,0.0000,4.5554,0.0000,4.6520,0.0091,4.7234,0.1492,4.8703,0.2033,4.9307
30/10/2007,0.0000,4.0961,0.0000,4.0762,0.0000,3.9970,0.0000,4.1668,0.0000,4.2586,0.0000,4.2204,0.0000,4.1852,0.0000,4.3256,0.0000,4.2514,0.0000,4.3569,0.0000,4.3610,0.0000,4.4287,0.0000,4.4181,0.0000,4.4474,0.0000,4.4847
31/10/2007,0.0000,3.1481,0.0000,3.1725,0.0000,3.1133,0.0000,3.2344,0.0000,3.2612,0.0000,3.2523,0.0000,3.1661,0.0000,3.2510,0.0000,3.2107,0.0000,3.2915,0.0000,3.3104,0.0000,3.3354,0.0000,3.3681,0.0000,3.3950,0.0000,3.4288
01/11/2007,0.0000,4.0547,0.0000,4.1365,0.0000,4.1794,0.0000,4.4126,0.0000,4.4507,0.0000,4.4325,0.0000,4.1446,0.0000,4.3524,0.0000,4.2828,0.0000,4.4362,0.0000,4.4641,0.0000,4.4657,0.0000,4.5081,0.0000,4.5051,0.0000,4.4272
02/11/2007,10.9364,3.5759,10.4333,3.7920,13.8167,3.7628,12.6686,4.1483,11.0557,4.1997,11.5732,4.1669,7.2806,3.7059,5.1025,3.9249,8.3309,3.9574,6.4714,4.2229,7.9286,4.1745,10.9477,4.1037,11.5724,4.1467,7.6222,4.1902,3.0557,4.0900
03/11/2007,1.4448,3.0322,1.3467,3.1166,0.9778,3.1888,0.6143,3.3285,0.6492,3.3690,0.6563,3.3460,1.3848,3.2044,0.6785,3.3330,0.9409,3.2810,0.6571,3.3786,0.7716,3.3993,1.4650,3.4991,2.3461,3.4893,2.5476,3.5633,2.0492,3.5523
04/11/2007,7.1904,2.4122,11.7637,2.4837,6.0750,2.5048,2.1857,2.5946,3.0049,2.6256,2.7479,2.6123,5.9346,2.5382,5.5899,2.6158,6.2072,2.5746,4.4143,2.6563,5.2062,2.6603,15.2568,2.6689,13.4296,2.6849,14.9857,2.6998,10.5885,2.7243
05/11/2007,10.0998,3.9964,5.8357,4.1664,1.7639,4.1724,2.1629,4.4704,2.9787,4.6404,3.2831,4.5643,1.4161,4.1790,4.6203,4.4784,3.8815,4.4132,6.8286,4.6710,6.0945,4.6812,3.9641,4.6958,3.1156,4.8100,1.4619,4.8531,1.6410,5.0169
06/11/2007,0.0048,4.2317,0.0000,4.3127,0.0000,4.2481,0.0000,4.5979,0.0000,4.7573,0.0000,4.6780,0.0097,4.4360,0.0114,4.7324,0.0000,4.5954,0.0000,4.8063,0.0000,4.8038,0.0000,4.8006,0.0000,4.8199,0.0000,4.8169,0.0000,4.8137
07/11/2007,0.3230,4.3956,2.3691,4.4143,0.0000,4.4387,0.0000,4.6639,0.0000,4.7297,0.0000,4.7266,0.0000,4.5719,0.0000,4.8162,0.7594,4.6545,0.0000,4.8607,0.0000,4.8787,0.0000,4.8897,0.0000,4.9062,0.0000,4.9885,0.0000,5.0908
08/11/2007,0.6661,4.8338,0.3850,4.8810,0.7806,4.8376,0.3286,5.0390,0.1557,5.1958,0.1958,5.1169,0.1180,4.9784,0.0000,5.1541,0.6948,5.0805,0.0000,5.2078,0.0086,5.2251,0.0000,5.2291,0.0000,5.2583,0.0000,5.2289,0.0000,5.2495
09/11/2007,0.1816,4.9210,0.1529,4.9830,0.0000,4.9606,0.0000,5.2415,0.0000,5.2760,0.0000,5.2879,0.0258,5.0277,0.0000,5.2344,0.0153,5.1242,0.0000,5.3249,0.0000,5.3623,0.0000,5.3698,0.0000,5.4086,0.0000,5.4402,0.0000,5.4500
10/11/2007,1.2284,5.2486,0.4074,5.2964,0.0639,5.2384,0.0000,5.4446,0.1820,5.4268,0.1000,5.4345,0.1866,5.2712,0.1089,5.3315,0.3239,5.3177,0.6143,5.3887,0.3372,5.4721,0.0014,5.5525,0.0337,5.6323,0.0000,5.6498,0.0000,5.6629
11/11/2007,0.1232,5.5069,0.0636,5.5725,0.0917,5.6166,0.0800,5.9113,0.0426,5.9370,0.0239,5.9202,1.1857,5.6557,3.4342,5.9071,1.0011,5.7698,0.8429,5.9774,0.8099,6.0155,1.2764,6.0578,0.3502,6.0907,0.0000,6.1181,0.0000,6.1488
12/11/2007,0.0000,5.6440,0.0106,5.7174,0.0000,5.7818,0.0000,6.0363,0.0000,5.9005,0.0000,5.9690,0.0000,5.7314,0.0000,5.8541,0.0000,5.8022,0.0000,5.9049,0.0000,5.9449,0.0000,5.9927,0.0000,6.0416,0.0000,6.0959,0.0000,6.2134
13/11/2007,0.0000,5.8229,0.0000,5.9269,0.0000,6.0873,0.0000,6.1563,0.0000,6.0431,0.0000,6.1055,0.0000,5.9865,0.0000,6.0438,0.0000,5.9942,0.0000,6.0673,0.0000,6.0888,0.0000,6.1990,0.0000,6.2095,0.0000,6.2787,0.0000,6.3004
14/11/2007,0.0000,5.5059,0.0000,5.5646,0.0000,5.6197,0.0000,5.7456,0.0000,5.8009,0.0000,5.7826,0.0000,5.6953,0.0000,5.9048,0.0000,5.7438,0.0000,5.9087,0.0000,5.9498,0.0000,6.0700,0.0000,6.0605,0.0000,6.1154,0.0000,6.1315
15/11/2007,0.0000,5.8238,0.0000,5.9350,0.0000,6.0119,0.0000,6.1201,0.0000,6.1356,0.0000,6.1334,0.0000,6.0255,0.0000,6.1530,0.0000,6.0662,0.0000,6.1860,0.0000,6.1896,0.0000,6.2311,0.0000,6.2652,0.0000,6.3515,0.0000,6.5580
16/11/2007,0.0000,6.1243,0.0014,6.1368,0.0000,6.1076,0.0000,6.2153,0.0000,6.2668,0.0000,6.2842,0.0000,6.1641,0.0000,6.2647,0.0000,6.2113,0.0000,6.3607,0.0000,6.3723,0.0000,6.4037,0.0000,6.4254,0.0000,6.4400,0.0000,6.4470
17/11/2007,0.0000,5.2758,0.0000,5.3539,0.0000,5.4038,0.0000,5.5043,0.0000,5.3710,0.0000,5.4184,0.0000,5.1937,0.0000,5.2122,0.0000,5.2801,0.0000,5.2197,0.0000,5.2859,0.0000,5.2613,0.0000,5.3157,0.0000,5.3531,0.0000,5.4272
18/11/2007,17.8747,5.3251,19.1349,5.5119,19.1361,5.5518,16.3314,5.7665,14.0738,5.7941,14.7740,5.7809,15.0903,5.3477,8.7835,5.4676,13.8720,5.5290,8.7571,5.6609,8.8469,5.6823,5.8509,5.5961,4.9222,5.7424,6.0190,5.8112,6.6082,5.9185
19/11/2007,0.0163,6.4842,0.0493,6.5786,0.0472,6.6239,0.0000,6.8459,0.3197,6.9220,0.2134,6.8854,0.2627,6.7194,0.9506,6.9213,0.5264,6.8172,1.3714,6.9480,1.0284,6.9487,0.2995,6.9502,0.7572,6.9733,5.2063,7.0061,6.5115,7.1464
20/11/2007,0.0000,6.3229,0.0000,6.3313,0.0000,6.2867,0.0000,6.5853,0.0000,6.6170,0.0000,6.5941,0.0000,6.5084,0.0000,6.7404,0.0000,6.5919,0.0000,6.8110,0.0020,6.7671,0.0000,6.8648,0.0012,6.9614,0.0000,7.1259,0.0000,7.1931
21/11/2007,9.2611,2.5165,7.8922,2.5574,8.5694,2.5690,6.6800,2.6849,5.6410,2.7433,5.8197,2.7154,5.6470,2.5888,3.0899,2.7107,6.0065,2.6512,4.0714,2.7244,3.6132,2.7576,2.1041,2.8025,2.1399,2.8401,0.7556,2.9042,0.5541,2.9355
22/11/2007,6.8810,3.3442,5.4927,3.5542,4.8944,3.7183,4.9857,4.0504,3.7623,4.0731,4.3528,4.0385,5.1654,3.5426,4.6139,3.7771,3.6000,3.7480,3.4143,3.9502,3.8104,4.0805,4.5005,4.0710,4.2115,4.1725,3.5381,4.2183,3.6033,4.2630
23/11/2007,0.1770,5.2819,0.1442,5.4511,0.0000,5.5633,0.0000,5.8042,0.0000,5.8606,0.0000,5.8818,0.0005,5.5091,0.0000,5.8285,0.0135,5.7031,0.0000,5.9401,0.0000,5.9790,0.0000,6.0247,0.0000,6.1568,0.0000,6.2006,0.0000,6.2388
24/11/2007,0.0000,5.9624,0.0000,6.0710,0.0000,6.0741,0.0000,6.3251,0.0000,6.3740,0.0000,6.3538,0.0000,6.1028,0.0000,6.3547,0.0000,6.2467,0.0000,6.4125,0.0000,6.4327,0.0000,6.4555,0.0000,6.4640,0.0000,6.4977,0.0000,6.4736
25/11/2007,0.0000,5.8375,0.0000,5.9724,0.0000,6.1752,0.0000,6.4440,0.0000,6.3729,0.0000,6.4198,0.0000,6.1285,0.0000,6.3171,0.0000,6.1982,0.0000,6.3926,0.0000,6.4771,0.0000,6.6627,0.0000,6.7240,0.0000,6.7912,0.0000,6.7436
26/11/2007,0.0000,5.4446,0.0000,5.5869,0.0000,5.6621,0.0000,5.8914,0.0000,5.9520,0.0000,5.9510,0.0000,5.6361,0.0000,5.8984,0.0000,5.7751,0.0000,5.9802,0.0000,6.0253,0.0000,6.1212,0.0000,6.2219,0.0000,6.2557,0.0000,6.2664
27/11/2007,0.0038,5.8040,0.0000,5.8494,0.0000,5.7460,0.0000,5.9547,0.0000,6.0019,0.0000,6.0119,0.0000,5.8439,0.0000,5.9777,0.0000,5.9335,0.0000,6.0089,0.0000,6.0129,0.0000,5.9530,0.0000,5.9295,0.0000,5.8582,0.0000,5.7866
28/11/2007,0.0000,5.0922,0.0019,5.2360,0.0000,5.1658,0.0000,5.2482,0.0000,5.1638,0.0000,5.1438,0.0000,4.8361,0.0000,4.7749,0.0000,5.0348,0.0000,4.9253,0.0000,4.8420,0.2164,4.5283,0.5934,4.5035,4.3794,4.2263,7.7689,4.2042
29/11/2007,2.8992,5.4219,2.8985,5.5265,0.7917,5.6720,1.0686,5.8017,0.0180,5.8545,0.3465,5.8461,0.0000,5.5242,0.0000,5.6552,0.3041,5.5942,0.0000,5.7230,0.0000,5.8603,0.0000,5.8452,0.0325,5.9492,0.4968,5.9617,0.6721,5.9748
30/11/2007,0.0134,5.6993,0.1327,5.8751,0.0000,5.8658,0.6229,6.2605,0.2262,6.3954,0.9239,6.3557,0.0000,5.9511,0.0000,6.2794,0.0248,6.1717,0.0000,6.5400,0.6474,6.5333,0.0823,6.5533,0.3535,6.5951,0.0000,6.6422,0.0393,6.6574
01/12/2007,0.0000,6.0328,0.0809,6.1243,0.6306,6.0886,0.3029,6.4039,0.1508,6.4881,0.1690,6.5066,0.0000,6.1596,0.0000,6.4351,0.0020,6.3274,0.0000,6.4951,0.0139,6.5562,0.0000,6.5945,0.0000,6.6281,0.0000,6.7066,0.0000,6.7212
02/12/2007,0.0000,5.4126,0.0000,5.4447,0.0000,5.3933,0.0000,5.6065,0.0000,5.7936,0.0000,5.7043,0.0000,5.5598,0.0000,5.8959,0.0000,5.6668,0.0000,5.8149,0.0000,5.9289,0.0000,6.0333,0.0000,6.0842,0.0000,6.1243,0.0000,6.1733
03/12/2007,4.1059,4.0351,4.0353,4.3533,2.6722,4.4140,1.3914,4.9196,1.3000,4.9263,1.2169,4.9337,4.7180,4.0788,3.3873,4.4522,3.0052,4.4774,1.8286,4.8542,1.6302,4.8807,2.5218,4.7703,2.8630,4.8988,3.0048,4.8256,2.4180,4.8573
04/12/2007,7.0464,4.9321,3.9031,4.9663,3.9417,5.0194,1.9086,5.3345,2.4639,5.4055,2.0585,5.3867,6.3078,5.2175,5.4911,5.4930,4.5953,5.2702,3.9000,5.4681,2.3819,5.5931,1.8686,5.7323,0.6934,5.8195,0.9413,5.8720,1.3836,5.9339
05/12/2007,0.0944,5.5422,0.0267,5.7013,0.0000,5.8511,0.0000,6.0420,0.0000,6.1066,0.0000,6.0766,0.0000,5.7726,0.0000,6.0694,0.0126,5.9468,0.0000,6.1544,0.0000,6.1793,0.0000,6.2819,0.0000,6.3715,0.0000,6.3896,0.0000,6.4575
06/12/2007,0.0000,6.3085,0.0019,6.3670,0.0000,6.2723,0.0000,6.5090,0.0000,6.5762,0.0000,6.5472,0.0000,6.3569,0.0000,6.5405,0.0000,6.4716,0.0000,6.5601,0.0000,6.6066,0.0000,6.6391,0.0000,6.6816,0.0000,6.7181,0.0000,6.7531
07/12/2007,0.0362,5.5437,0.1727,5.5710,0.0000,5.5913,0.0000,5.7764,0.0000,5.8794,0.0000,5.8904,0.0000,5.7396,0.0000,5.9319,0.0093,5.8000,0.0000,5.9677,0.0000,6.0836,0.0000,6.2050,0.0000,6.2279,0.0000,6.2539,0.0000,6.2846
08/12/2007,0.0000,6.2545,0.0005,6.3382,0.0000,6.3649,0.0000,6.5182,0.0000,6.5957,0.0000,6.5585,0.0000,6.4375,0.0000,6.5443,0.0000,6.4726,0.0000,6.6037,0.0000,6.6352,0.0000,6.6531,0.0000,6.6913,0.0000,6.7318,0.0000,6.7393
09/12/2007,0.0000,4.2726,0.0000,4.2589,0.0000,4.2442,0.0000,4.5046,0.0000,4.4578,0.0000,4.4890,0.0000,4.3658,0.0000,4.4791,0.0000,4.3963,0.0000,4.5001,0.0000,4.5197,0.0000,4.5485,0.0000,4.5789,0.0000,4.6199,0.0000,4.7560
10/12/2007,0.0000,4.8123,0.0000,4.8633,0.0000,4.9339,0.0000,5.1878,0.0000,5.2335,0.0000,5.2309,0.0000,4.9940,0.0000,5.2286,0.0000,5.0505,0.0000,5.2673,0.0000,5.3817,0.0000,5.4937,0.0000,5.5345,0.0000,5.7025,0.0000,5.7375
11/12/2007,0.0000,5.1171,0.0000,5.1136,0.0000,5.1917,0.0000,5.3509,0.0000,5.4601,0.0000,5.4232,0.0000,5.2766,0.0000,5.4583,0.0000,5.3361,0.0000,5.4816,0.0000,5.5869,0.0000,5.7218,0.0000,5.7927,0.0000,5.9444,0.0000,5.9188
12/12/2007,0.0000,5.7723,0.0000,5.8623,0.0000,5.8044,0.0000,6.1667,0.0000,6.1753,0.0000,6.1697,0.0000,5.9193,0.0000,6.1060,0.0000,6.0308,0.0000,6.2501,0.0000,6.3207,0.0000,6.3089,0.0000,6.4067,0.0000,6.4556,0.0000,6.4724
13/12/2007,0.0000,5.0248,0.0000,5.0928,0.0000,5.0176,0.0000,5.2449,0.0000,5.3392,0.0000,5.2808,0.0000,5.1061,0.0000,5.2790,0.0000,5.2215,0.0000,5.3541,0.0000,5.3469,0.0000,5.3686,0.0000,5.4060,0.0000,5.5058,0.0000,5.4927
14/12/2007,0.0000,5.5284,0.0000,5.3759,0.0000,5.2030,0.0000,5.2758,0.0000,5.3338,0.0000,5.2798,0.0000,5.6204,0.0000,5.7612,0.0000,5.5446,0.0000,5.5332,0.0000,5.5193,0.0000,5.6694,0.0000,5.6836,0.0000,5.7548,0.0000,5.7921
15/12/2007,2.6789,3.0139,2.2651,3.1800,2.3889,3.3289,1.5943,3.4428,1.4344,3.5286,1.3246,3.5592,1.7327,3.1398,0.6595,3.4165,1.6840,3.3105,0.9143,3.5057,0.5509,3.5832,0.0136,3.5946,0.1247,3.6473,0.0587,3.6982,0.0016,3.7549
16/12/2007,2.3816,5.0476,2.2046,5.2943,1.9667,5.4372,2.1229,5.8275,1.9885,5.9069,2.1472,5.8552,1.1770,5.2582,2.2000,5.6120,1.7090,5.5093,1.7571,5.7672,2.6806,5.9114,4.8418,5.8660,6.0321,6.0241,7.3397,6.0930,7.4787,6.0361
17/12/2007,0.0000,5.9173,0.0000,5.9981,0.0000,6.0301,0.0000,6.3273,0.0000,6.3752,0.0000,6.3113,0.0000,6.0600,0.0000,6.3158,0.0000,6.2042,0.0000,6.3651,0.0000,6.3651,0.0000,6.3964,0.0000,6.4400,0.0000,6.4821,0.0000,6.4842
18/12/2007,0.0000,3.8709,0.0000,3.9225,0.0000,3.9331,0.0000,4.0843,0.0000,4.1307,0.0000,4.1103,0.0000,4.0399,0.0000,4.2651,0.0000,4.0813,0.0000,4.1884,0.0000,4.2559,0.0000,4.3350,0.0000,4.3682,0.0000,4.3825,0.0000,4.3367
19/12/2007,0.0000,5.4769,0.0000,5.6709,0.0000,5.6770,0.0000,5.8795,0.0000,6.0744,0.0000,5.9771,0.0000,5.5823,0.0000,5.8552,0.0000,5.8025,0.0000,5.9323,0.0000,6.0056,0.0000,5.9434,0.0000,5.9591,0.0000,5.9802,0.0197,5.9863
20/12/2007,9.5653,3.8433,4.0670,3.9883,2.3833,4.0165,0.4914,4.2271,1.2820,4.2623,0.5880,4.2549,6.3249,3.7309,3.1873,3.9215,4.7413,4.0193,2.2286,4.1751,0.7344,4.2466,1.2941,4.1158,1.8749,4.3133,2.3587,4.3953,2.9361,4.4414
21/12/2007,18.4692,4.0627,15.7433,4.1726,12.3083,4.1421,16.1314,4.3034,16.9197,4.3176,16.8740,4.3059,5.0880,4.1493,6.6532,4.3290,14.5267,4.2518,14.7429,4.3379,13.5916,4.3402,9.5627,4.4093,13.0897,4.4801,16.6651,4.5760,13.8279,4.6486
22/12/2007,46.3571,3.0964,51.6978,3.1818,57.9361,3.2934,53.8657,3.5972,56.2476,3.7424,54.5816,3.7244,64.3889,3.4084,60.4696,3.7827,57.9390,3.5363,66.1428,3.8856,64.2017,4.0132,80.7082,4.2142,87.2712,4.3386,65.0032,4.6146,31.1541,4.7839
23/12/2007,2.9709,3.8527,4.2589,3.8391,3.5611,3.8867,4.3029,4.2594,3.7574,4.3691,3.9683,4.3385,0.9166,4.0672,0.6342,4.3356,1.9790,4.1752,1.4000,4.3983,1.7112,4.5188,1.0159,4.4772,2.0082,4.6165,2.1413,4.6463,1.6721,4.7883
24/12/2007,0.0033,4.2109,0.0012,4.3180,0.0000,4.4153,0.0000,4.6534,0.0000,4.8545,0.0000,4.7780,0.0000,4.4582,0.0000,4.7650,0.0000,4.6144,0.0000,4.8944,0.0000,4.9832,0.0000,5.1195,0.0000,5.2180,0.0000,5.2953,0.0000,5.4641
25/12/2007,0.1274,5.1925,0.1430,5.3267,0.0000,5.4767,0.0000,5.6904,0.0000,5.8126,0.0000,5.7417,0.0000,5.4726,0.0000,5.7198,0.0135,5.5987,0.0000,5.9056,0.0000,5.8979,0.0000,5.9241,0.0000,5.9603,0.0000,5.9748,0.0000,6.1029
