Date,A1,gw_index,salinity,salinity_index,gw_suitability_index,sw_suitability_index,water_suitability_index
1968-05-06,9.1475,0.0,0.0,1.0,0.0,0.283571428571,0.283571428571
1968-05-07,9.1625,0.0,0.0,1.0,0.0,0.283571428571,0.283571428571
1968-05-08,9.1775,0.0,0.0,1.0,0.0,,0.0
1968-05-09,9.1925,0.0,0.0,1.0,0.0,,0.0
1968-05-10,9.197631579,0.0,0.0,1.0,0.0,,0.0
1968-05-11,9.192894737,0.0,0.0,1.0,0.0,0.319285714286,0.319285714286
1968-05-12,9.188157895,0.0,0.0,1.0,0.0,0.319285714286,0.319285714286
1968-05-13,9.183421053,0.0,0.0,1.0,0.0,0.319285714286,0.319285714286
1968-05-14,9.178684211,0.0,0.0,1.0,0.0,0.319285714286,0.319285714286
1968-05-15,9.173947368,0.0,0.0,1.0,0.0,0.319285714286,0.319285714286
1968-05-16,9.169210526,0.0,0.0,1.0,0.0,,0.0
1968-05-17,9.164473684,0.0,0.0,1.0,0.0,,0.0
1968-05-18,9.159736842,0.0,0.0,1.0,0.0,,0.0
1968-05-19,9.155,0.0,0.0,1.0,0.0,,0.0
1968-05-20,9.150263158,0.0,0.0,1.0,0.0,,0.0
1968-05-21,9.145526316,0.0,0.0,1.0,0.0,,0.0
1968-05-22,9.140789474,0.0,0.0,1.0,0.0,,0.0
1968-05-23,9.136052632,0.0,0.0,1.0,0.0,,0.0
1968-05-24,9.131315789,0.0,0.0,1.0,0.0,,0.0
1968-05-25,9.126578947,0.0,0.0,1.0,0.0,,0.0
1968-05-26,9.121842105,0.0,0.0,1.0,0.0,,0.0
1968-05-27,9.117105263,0.0,0.0,1.0,0.0,,0.0
1968-05-28,9.112368421,0.0,0.0,1.0,0.0,,0.0
1968-05-29,9.112068966,0.0,0.0,1.0,0.0,,0.0
1968-05-30,9.116206897,0.0,0.0,1.0,0.0,,0.0
1968-05-31,9.120344828,0.0,0.0,1.0,0.0,,0.0
1968-06-01,9.124482759,0.0,0.0,1.0,0.0,,0.0
1968-06-02,9.12862069,0.0,0.0,1.0,0.0,,0.0
1968-06-03,9.132758621,0.0,0.0,1.0,0.0,,0.0
1968-06-04,9.136896552,0.0,0.0,1.0,0.0,0.444285714286,0.444285714286
1968-06-05,9.141034483,0.0,0.0,1.0,0.0,0.444285714286,0.444285714286
1968-06-06,9.145172414,0.0,0.0,1.0,0.0,0.444285714286,0.444285714286
1968-06-07,9.149310345,0.0,0.0,1.0,0.0,0.444285714286,0.444285714286
1968-06-08,9.153448276,0.0,0.0,1.0,0.0,0.444285714286,0.444285714286
1968-06-09,9.157586207,0.0,0.0,1.0,0.0,0.444285714286,0.444285714286
1968-06-10,9.161724138,0.0,0.0,1.0,0.0,0.444285714286,0.444285714286
1968-06-11,9.165862069,0.0,0.0,1.0,0.0,0.444285714286,0.444285714286
1968-06-12,9.17,0.0,0.0,1.0,0.0,0.444285714286,0.444285714286
1968-06-13,9.174137931,0.0,0.0,1.0,0.0,0.444285714286,0.444285714286
1968-06-14,9.178275862,0.0,0.0,1.0,0.0,0.444285714286,0.444285714286
1968-06-15,9.182413793,0.0,0.0,1.0,0.0,0.444285714286,0.444285714286
1968-06-16,9.186551724,0.0,0.0,1.0,0.0,,0.0
1968-06-17,9.190689655,0.0,0.0,1.0,0.0,,0.0
1968-06-18,9.194827586,0.0,0.0,1.0,0.0,0.390714285714,0.390714285714
1968-06-19,9.198965517,0.0,0.0,1.0,0.0,0.390714285714,0.390714285714
1968-06-20,9.203103448,0.0,0.0,1.0,0.0,0.390714285714,0.390714285714
1968-06-21,9.207241379,0.0,0.0,1.0,0.0,0.390714285714,0.390714285714
1968-06-22,9.21137931,0.0,0.0,1.0,0.0,0.390714285714,0.390714285714
1968-06-23,9.215517241,0.0,0.0,1.0,0.0,0.390714285714,0.390714285714
1968-06-24,9.219655172,0.0,0.0,1.0,0.0,0.390714285714,0.390714285714
1968-06-25,9.223793103,0.0,0.0,1.0,0.0,0.390714285714,0.390714285714
1968-06-26,9.227931034,0.0,0.0,1.0,0.0,0.390714285714,0.390714285714
1968-06-27,9.232068966,0.0,0.0,1.0,0.0,0.390714285714,0.390714285714
1968-06-28,9.236206897,0.0,0.0,1.0,0.0,,0.0
1968-06-29,9.240344828,0.0,0.0,1.0,0.0,,0.0
1968-06-30,9.244482759,0.0,0.0,1.0,0.0,,0.0
1968-07-01,9.24862069,0.0,0.0,1.0,0.0,,0.0
1968-07-02,9.252758621,0.0,0.0,1.0,0.0,,0.0
1968-07-03,9.256896552,0.0,0.0,1.0,0.0,,0.0
1968-07-04,9.261034483,0.0,0.0,1.0,0.0,,0.0
1968-07-05,9.265172414,0.0,0.0,1.0,0.0,,0.0
1968-07-06,9.269310345,0.0,0.0,1.0,0.0,0.510714285714,0.510714285714
1968-07-07,9.273448276,0.0,0.0,1.0,0.0,0.510714285714,0.510714285714
1968-07-08,9.277586207,0.0,0.0,1.0,0.0,0.510714285714,0.510714285714
1968-07-09,9.281724138,0.0,0.0,1.0,0.0,0.510714285714,0.510714285714
1968-07-10,9.285862069,0.0,0.0,1.0,0.0,0.510714285714,0.510714285714
1968-07-11,9.29,0.0,0.0,1.0,0.0,0.510714285714,0.510714285714
1968-07-12,9.294137931,0.0,0.0,1.0,0.0,0.510714285714,0.510714285714
1968-07-13,9.298275862,0.0,0.0,1.0,0.0,0.510714285714,0.510714285714
1968-07-14,9.302413793,0.0,0.0,1.0,0.0,0.510714285714,0.510714285714
1968-07-15,9.306551724,0.0,0.0,1.0,0.0,,0.0
1968-07-16,9.310689655,0.0,0.0,1.0,0.0,,0.0
1968-07-17,9.314827586,0.0,0.0,1.0,0.0,,0.0
1968-07-18,9.318965517,0.0,0.0,1.0,0.0,,0.0
1968-07-19,9.323103448,0.0,0.0,1.0,0.0,,0.0
1968-07-20,9.327241379,0.0,0.0,1.0,0.0,,0.0
1968-07-21,9.33137931,0.0,0.0,1.0,0.0,,0.0
1968-07-22,9.335517241,0.0,0.0,1.0,0.0,,0.0
1968-07-23,9.339655172,0.0,0.0,1.0,0.0,,0.0
1968-07-24,9.343793103,0.0,0.0,1.0,0.0,,0.0
1968-07-25,9.347931034,0.0,0.0,1.0,0.0,,0.0
1968-07-26,9.348404255,0.0,0.0,1.0,0.0,,0.0
1968-07-27,9.345212766,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-07-28,9.342021277,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-07-29,9.338829787,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-07-30,9.335638298,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-07-31,9.332446809,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-08-01,9.329255319,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-08-02,9.32606383,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-08-03,9.32287234,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-08-04,9.319680851,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-08-05,9.316489362,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-08-06,9.313297872,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-08-07,9.310106383,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-08-08,9.306914894,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-08-09,9.303723404,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-08-10,9.300531915,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-08-11,9.297340426,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-08-12,9.294148936,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-08-13,9.290957447,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-08-14,9.287765957,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-08-15,9.284574468,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-08-16,9.281382979,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-08-17,9.278191489,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-08-18,9.275,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-08-19,9.271808511,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-08-20,9.268617021,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-08-21,9.265425532,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-08-22,9.262234043,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-08-23,9.259042553,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-08-24,9.255851064,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-08-25,9.252659574,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-08-26,9.249468085,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-08-27,9.246276596,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-08-28,9.243085106,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-08-29,9.239893617,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-08-30,9.236702128,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-08-31,9.233510638,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-09-01,9.230319149,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-09-02,9.22712766,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-09-03,9.22393617,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-09-04,9.220744681,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-09-05,9.217553191,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-09-06,9.214361702,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-09-07,9.211170213,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-09-08,9.207978723,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-09-09,9.204787234,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-09-10,9.201595745,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-09-11,9.201203704,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-09-12,9.203611111,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-09-13,9.206018519,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-09-14,9.208425926,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-09-15,9.210833333,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-09-16,9.213240741,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-09-17,9.215648148,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-09-18,9.218055556,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-09-19,9.220462963,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-09-20,9.22287037,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-09-21,9.225277778,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-09-22,9.227685185,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-09-23,9.230092593,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-09-24,9.2325,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-09-25,9.234907407,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-09-26,9.237314815,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-09-27,9.239722222,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-09-28,9.24212963,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-09-29,9.244537037,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-09-30,9.246944444,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-10-01,9.249351852,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-10-02,9.251759259,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-10-03,9.254166667,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-10-04,9.256574074,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-10-05,9.258981481,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-10-06,9.261388889,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-10-07,9.263796296,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-10-08,9.266203704,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-10-09,9.268611111,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-10-10,9.271018519,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-10-11,9.273425926,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-10-12,9.275833333,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-10-13,9.278240741,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-10-14,9.280648148,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-10-15,9.283055556,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-10-16,9.285462963,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-10-17,9.28787037,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-10-18,9.290277778,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-10-19,9.292685185,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-10-20,9.295092593,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-10-21,9.2975,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-10-22,9.299907407,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-10-23,9.302314815,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-10-24,9.304722222,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-10-25,9.30712963,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-10-26,9.309537037,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-10-27,9.311944444,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-10-28,9.314351852,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-10-29,9.316759259,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-10-30,9.319166667,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-10-31,9.321574074,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-11-01,9.323981481,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-11-02,9.326388889,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-11-03,9.328796296,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-11-04,9.328817096,0.0,0.0,1.0,0.0,0.639855072464,0.639855072464
1968-11-05,9.326451287,0.0,0.0,1.0,0.0,,0.0
